Circuit,Date,Excel Time,Value,Notes
A,6/5/2024 07:56:57 PM EDT,45448.83122,6755,
A,6/5/2024 08:11:58 PM EDT,45448.84164,6920,
A,6/5/2024 08:26:59 PM EDT,45448.85207,7012,
A,6/5/2024 08:42:00 PM EDT,45448.8625,7106,
A,6/5/2024 08:57:01 PM EDT,45448.87293,7238,
A,6/5/2024 09:12:02 PM EDT,45448.88336,7063,
A,6/5/2024 09:27:03 PM EDT,45448.89378,6968,
A,6/5/2024 09:42:04 PM EDT,45448.90421,6943,
A,6/5/2024 09:57:05 PM EDT,45448.91464,6928,
A,6/5/2024 10:12:06 PM EDT,45448.92507,6969,
A,6/5/2024 10:27:07 PM EDT,45448.9355,6985,
A,6/5/2024 10:42:08 PM EDT,45448.94593,6833,
A,6/5/2024 10:57:09 PM EDT,45448.95635,6688,
A,6/5/2024 11:12:10 PM EDT,45448.96678,6628,
A,6/5/2024 11:27:11 PM EDT,45448.97721,6518,
A,6/5/2024 11:42:12 PM EDT,45448.98764,6523,
A,6/5/2024 11:57:14 PM EDT,45448.99808,6501,
A,6/6/2024 12:12:15 AM EDT,45449.00851,6477,
A,6/6/2024 12:27:16 AM EDT,45449.01894,6319,
A,6/6/2024 12:42:17 AM EDT,45449.02936,6267,
A,6/6/2024 12:57:18 AM EDT,45449.03979,6216,
A,6/6/2024 01:12:19 AM EDT,45449.05022,6225,
A,6/6/2024 01:27:20 AM EDT,45449.06065,6261,
A,6/6/2024 01:42:21 AM EDT,45449.07108,6122,
A,6/6/2024 01:57:22 AM EDT,45449.0815,6330,
A,6/6/2024 02:12:23 AM EDT,45449.09193,6199,
A,6/6/2024 02:27:24 AM EDT,45449.10236,6104,
A,6/6/2024 02:42:25 AM EDT,45449.11279,6095,
A,6/6/2024 02:57:26 AM EDT,45449.12322,6049,
A,6/6/2024 03:12:27 AM EDT,45449.13365,6090,
A,6/6/2024 03:27:28 AM EDT,45449.14407,5941,
A,6/6/2024 03:42:29 AM EDT,45449.1545,5974,
A,6/6/2024 03:57:30 AM EDT,45449.16493,5911,
A,6/6/2024 04:12:31 AM EDT,45449.17536,5938,
A,6/6/2024 04:27:32 AM EDT,45449.18579,5898,
A,6/6/2024 04:42:33 AM EDT,45449.19622,5739,
A,6/6/2024 04:57:34 AM EDT,45449.20664,5855,
A,6/6/2024 05:12:35 AM EDT,45449.21707,5818,
A,6/6/2024 05:27:36 AM EDT,45449.2275,5843,
A,6/6/2024 05:42:37 AM EDT,45449.23793,5741,
A,6/6/2024 05:57:38 AM EDT,45449.24836,5833,
A,6/6/2024 06:12:39 AM EDT,45449.25878,5748,
A,6/6/2024 06:27:40 AM EDT,45449.26921,5818,
A,6/6/2024 06:42:41 AM EDT,45449.27964,5748,
A,6/6/2024 06:57:42 AM EDT,45449.29007,6019,
A,6/6/2024 07:12:43 AM EDT,45449.3005,6034,
A,6/6/2024 07:27:44 AM EDT,45449.31093,6034,
A,6/6/2024 07:42:45 AM EDT,45449.32135,6052,
A,6/6/2024 07:57:46 AM EDT,45449.33178,6145,
A,6/6/2024 08:12:47 AM EDT,45449.34221,6093,
A,6/6/2024 08:27:48 AM EDT,45449.35264,6158,
A,6/6/2024 08:42:49 AM EDT,45449.36307,6245,
A,6/6/2024 08:57:50 AM EDT,45449.3735,6246,
A,6/6/2024 09:12:51 AM EDT,45449.38392,6376,
A,6/6/2024 09:27:52 AM EDT,45449.39435,6430,
A,6/6/2024 09:42:53 AM EDT,45449.40478,6515,
A,6/6/2024 09:57:54 AM EDT,45449.41521,6598,
A,6/6/2024 10:12:55 AM EDT,45449.42564,6610,
A,6/6/2024 10:27:56 AM EDT,45449.43606,6775,
A,6/6/2024 10:42:57 AM EDT,45449.44649,6604,
A,6/6/2024 10:57:58 AM EDT,45449.45692,6768,
A,6/6/2024 11:12:59 AM EDT,45449.46735,6669,
A,6/6/2024 11:28:00 AM EDT,45449.47778,6667,
A,6/6/2024 11:43:01 AM EDT,45449.48821,6707,
A,6/6/2024 11:58:02 AM EDT,45449.49863,6732,
A,6/6/2024 12:13:03 PM EDT,45449.50906,6683,
A,6/6/2024 12:13:03 PM EDT,45449.50906,6683,
A,6/6/2024 12:28:04 PM EDT,45449.51949,6635,
A,6/6/2024 12:43:05 PM EDT,45449.52992,6857,
A,6/6/2024 12:58:06 PM EDT,45449.54035,6847,
A,6/6/2024 01:13:07 PM EDT,45449.55078,6779,
A,6/6/2024 01:13:07 PM EDT,45449.55078,6779,
A,6/6/2024 01:28:08 PM EDT,45449.5612,6751,
A,6/6/2024 01:43:09 PM EDT,45449.57163,6774,
A,6/6/2024 01:58:10 PM EDT,45449.58206,6823,
A,6/6/2024 02:13:11 PM EDT,45449.59249,6826,
A,6/6/2024 02:13:11 PM EDT,45449.59249,6826,
A,6/6/2024 02:28:12 PM EDT,45449.60292,6712,
A,6/6/2024 02:43:13 PM EDT,45449.61334,6538,
A,6/6/2024 02:58:14 PM EDT,45449.62377,6610,
A,6/6/2024 02:58:14 PM EDT,45449.62377,6610,
A,6/6/2024 03:13:15 PM EDT,45449.6342,6460,
A,6/6/2024 03:28:16 PM EDT,45449.64463,6628,
A,6/6/2024 03:43:17 PM EDT,45449.65506,6465,
A,6/6/2024 03:43:17 PM EDT,45449.65506,6465,
A,6/6/2024 03:58:18 PM EDT,45449.66549,6592,
A,6/6/2024 04:13:19 PM EDT,45449.67591,6392,
A,6/6/2024 04:28:20 PM EDT,45449.68634,6419,
A,6/6/2024 04:43:21 PM EDT,45449.69677,6612,
A,6/6/2024 04:58:22 PM EDT,45449.7072,6610,
A,6/6/2024 05:13:23 PM EDT,45449.71763,6426,
A,6/6/2024 05:13:23 PM EDT,45449.71763,6426,
A,6/6/2024 05:28:24 PM EDT,45449.72806,6290,
A,6/6/2024 05:43:25 PM EDT,45449.73848,6145,
A,6/6/2024 05:58:27 PM EDT,45449.74892,6082,
A,6/6/2024 06:13:28 PM EDT,45449.75935,6107,
A,6/6/2024 06:28:29 PM EDT,45449.76978,6154,
A,6/6/2024 06:43:30 PM EDT,45449.78021,6047,
A,6/6/2024 06:58:31 PM EDT,45449.79064,5996,
A,6/6/2024 07:13:32 PM EDT,45449.80106,5950,
A,6/6/2024 07:13:32 PM EDT,45449.80106,5950,
A,6/6/2024 07:28:33 PM EDT,45449.81149,6164,
A,6/6/2024 07:43:34 PM EDT,45449.82192,5878,
A,6/6/2024 07:58:35 PM EDT,45449.83235,5941,
A,6/6/2024 08:13:36 PM EDT,45449.84278,5872,
A,6/6/2024 08:28:37 PM EDT,45449.85321,5874,
A,6/6/2024 08:43:38 PM EDT,45449.86363,5741,
A,6/6/2024 08:58:39 PM EDT,45449.87406,5729,
A,6/6/2024 09:13:40 PM EDT,45449.88449,5947,
A,6/6/2024 09:28:41 PM EDT,45449.89492,5766,
A,6/6/2024 09:43:42 PM EDT,45449.90535,5740,
A,6/6/2024 09:58:43 PM EDT,45449.91578,5689,
A,6/6/2024 10:13:44 PM EDT,45449.9262,5069,
A,6/6/2024 10:28:45 PM EDT,45449.93663,5287,
A,6/6/2024 10:43:46 PM EDT,45449.94706,5305,
A,6/6/2024 10:58:47 PM EDT,45449.95749,5268,
A,6/6/2024 11:13:48 PM EDT,45449.96792,5199,
A,6/6/2024 11:28:49 PM EDT,45449.97834,5211,
A,6/6/2024 11:43:50 PM EDT,45449.98877,5210,
A,6/6/2024 11:58:51 PM EDT,45449.9992,5079,
A,6/7/2024 12:13:52 AM EDT,45450.00963,5067,
A,6/7/2024 12:28:53 AM EDT,45450.02006,4969,
A,6/7/2024 12:43:54 AM EDT,45450.03049,5070,
A,6/7/2024 12:58:55 AM EDT,45450.04091,4970,
A,6/7/2024 12:58:55 AM EDT,45450.04091,4970,
A,6/7/2024 01:13:56 AM EDT,45450.05134,4972,
A,6/7/2024 01:28:57 AM EDT,45450.06177,4917,
A,6/7/2024 01:43:58 AM EDT,45450.0722,4877,
A,6/7/2024 01:58:59 AM EDT,45450.08263,4922,
A,6/7/2024 02:14:00 AM EDT,45450.09306,4865,
A,6/7/2024 02:29:01 AM EDT,45450.10348,4820,
A,6/7/2024 02:44:02 AM EDT,45450.11391,4747,
A,6/7/2024 02:59:03 AM EDT,45450.12434,4838,
A,6/7/2024 03:14:04 AM EDT,45450.13477,4821,
A,6/7/2024 03:29:05 AM EDT,45450.1452,4812,
A,6/7/2024 03:44:06 AM EDT,45450.15563,4807,
A,6/7/2024 03:59:07 AM EDT,45450.16605,4801,
A,6/7/2024 03:59:07 AM EDT,45450.16605,4801,
A,6/7/2024 04:14:08 AM EDT,45450.17648,4853,
A,6/7/2024 04:29:09 AM EDT,45450.18691,4887,
A,6/7/2024 04:44:10 AM EDT,45450.19734,4907,
A,6/7/2024 04:59:11 AM EDT,45450.20777,4842,
A,6/7/2024 05:14:12 AM EDT,45450.21819,4824,
A,6/7/2024 05:29:13 AM EDT,45450.22862,4868,
A,6/7/2024 05:44:14 AM EDT,45450.23905,4903,
A,6/7/2024 05:59:15 AM EDT,45450.24948,4752,
A,6/7/2024 06:14:16 AM EDT,45450.25991,4749,
A,6/7/2024 06:29:17 AM EDT,45450.27034,4775,
A,6/7/2024 06:44:18 AM EDT,45450.28076,4941,
A,6/7/2024 06:59:19 AM EDT,45450.29119,5023,
A,6/7/2024 06:59:19 AM EDT,45450.29119,5023,
A,6/7/2024 07:14:20 AM EDT,45450.30162,5130,
A,6/7/2024 07:29:21 AM EDT,45450.31205,5204,
A,6/7/2024 07:44:22 AM EDT,45450.32248,5141,
A,6/7/2024 07:59:23 AM EDT,45450.33291,5172,
A,6/7/2024 08:14:24 AM EDT,45450.34333,5305,
A,6/7/2024 08:29:25 AM EDT,45450.35376,5363,
A,6/7/2024 08:44:26 AM EDT,45450.36419,5300,
A,6/7/2024 08:59:27 AM EDT,45450.37462,5389,
A,6/7/2024 09:14:28 AM EDT,45450.38505,5453,
A,6/7/2024 09:29:29 AM EDT,45450.39547,5444,
A,6/7/2024 09:44:30 AM EDT,45450.4059,5685,
A,6/7/2024 09:59:31 AM EDT,45450.41633,5708,
A,6/7/2024 10:14:32 AM EDT,45450.42676,6169,
A,6/7/2024 10:29:33 AM EDT,45450.43719,6035,
A,6/7/2024 10:44:34 AM EDT,45450.44762,5878,
A,6/7/2024 10:59:35 AM EDT,45450.45804,5845,
A,6/7/2024 11:14:36 AM EDT,45450.46847,5982,
A,6/7/2024 11:29:37 AM EDT,45450.4789,5904,
A,6/7/2024 11:44:38 AM EDT,45450.48933,5797,
A,6/7/2024 11:59:39 AM EDT,45450.49976,5788,
A,6/7/2024 12:14:41 PM EDT,45450.5102,5929,
A,6/7/2024 12:29:42 PM EDT,45450.52063,5911,
A,6/7/2024 12:44:43 PM EDT,45450.53105,6031,
A,6/7/2024 12:59:44 PM EDT,45450.54148,6022,
A,6/7/2024 01:14:45 PM EDT,45450.55191,5971,
A,6/7/2024 01:29:46 PM EDT,45450.56234,5998,
A,6/7/2024 01:29:46 PM EDT,45450.56234,5998,
A,6/7/2024 01:44:47 PM EDT,45450.57277,5882,
A,6/7/2024 01:59:48 PM EDT,45450.58319,5889,
A,6/7/2024 02:14:49 PM EDT,45450.59362,5797,
A,6/7/2024 02:14:49 PM EDT,45450.59362,5797,
A,6/7/2024 02:29:50 PM EDT,45450.60405,5870,
A,6/7/2024 02:44:51 PM EDT,45450.61448,5885,
A,6/7/2024 02:59:52 PM EDT,45450.62491,5770,
A,6/7/2024 03:14:53 PM EDT,45450.63534,5577,
A,6/7/2024 03:29:54 PM EDT,45450.64576,5489,
A,6/7/2024 03:44:55 PM EDT,45450.65619,5440,
A,6/7/2024 03:44:55 PM EDT,45450.65619,5440,
A,6/7/2024 03:59:56 PM EDT,45450.66662,5456,
A,6/7/2024 04:14:57 PM EDT,45450.67705,5334,
A,6/7/2024 04:29:58 PM EDT,45450.68748,5296,
A,6/7/2024 04:44:59 PM EDT,45450.69791,5162,
A,6/7/2024 05:00:00 PM EDT,45450.70833,5023,
A,6/7/2024 05:15:01 PM EDT,45450.71876,5041,
A,6/7/2024 05:30:02 PM EDT,45450.72919,5065,
A,6/7/2024 05:45:03 PM EDT,45450.73962,5113,
A,6/7/2024 06:00:04 PM EDT,45450.75005,5053,
A,6/7/2024 06:15:05 PM EDT,45450.76047,5034,
A,6/7/2024 06:30:06 PM EDT,45450.7709,4843,
A,6/7/2024 06:45:07 PM EDT,45450.78133,4976,
A,6/7/2024 07:00:08 PM EDT,45450.79176,4922,
A,6/7/2024 07:15:09 PM EDT,45450.80219,4929,
A,6/7/2024 07:30:10 PM EDT,45450.81262,4843,
A,6/7/2024 07:45:11 PM EDT,45450.82304,4773,
A,6/7/2024 08:00:12 PM EDT,45450.83347,4672,
A,6/7/2024 08:15:13 PM EDT,45450.8439,4738,
A,6/7/2024 08:30:14 PM EDT,45450.85433,4665,
A,6/7/2024 08:45:15 PM EDT,45450.86476,4610,
A,6/7/2024 09:00:16 PM EDT,45450.87519,4682,
A,6/7/2024 09:15:17 PM EDT,45450.88561,4746,
A,6/7/2024 09:30:18 PM EDT,45450.89604,4764,
A,6/7/2024 09:45:19 PM EDT,45450.90647,4735,
A,6/7/2024 10:00:20 PM EDT,45450.9169,4705,
A,6/7/2024 10:15:21 PM EDT,45450.92733,4676,
A,6/7/2024 10:30:22 PM EDT,45450.93775,4686,
A,6/7/2024 10:45:23 PM EDT,45450.94818,4691,
A,6/7/2024 11:00:24 PM EDT,45450.95861,4727,
A,6/7/2024 11:15:25 PM EDT,45450.96904,4641,
A,6/7/2024 11:30:26 PM EDT,45450.97947,4621,
A,6/7/2024 11:45:27 PM EDT,45450.9899,4573,
A,6/8/2024 12:00:28 AM EDT,45451.00032,4578,
A,6/8/2024 12:15:29 AM EDT,45451.01075,4501,
A,6/8/2024 12:30:30 AM EDT,45451.02118,4548,
A,6/8/2024 12:45:31 AM EDT,45451.03161,4532,
A,6/8/2024 01:00:32 AM EDT,45451.04204,4535,
A,6/8/2024 01:15:33 AM EDT,45451.05247,4508,
A,6/8/2024 01:30:34 AM EDT,45451.06289,4506,
A,6/8/2024 01:45:35 AM EDT,45451.07332,4469,
A,6/8/2024 02:00:36 AM EDT,45451.08375,4425,
A,6/8/2024 02:15:37 AM EDT,45451.09418,4456,
A,6/8/2024 02:30:38 AM EDT,45451.10461,4421,
A,6/8/2024 02:45:39 AM EDT,45451.11503,4393,
A,6/8/2024 03:00:40 AM EDT,45451.12546,4403,
A,6/8/2024 03:15:41 AM EDT,45451.13589,4387,
A,6/8/2024 03:30:42 AM EDT,45451.14632,4395,
A,6/8/2024 03:45:43 AM EDT,45451.15675,4474,
A,6/8/2024 04:00:44 AM EDT,45451.16718,4505,
A,6/8/2024 04:15:45 AM EDT,45451.1776,4451,
A,6/8/2024 04:30:46 AM EDT,45451.18803,4433,
A,6/8/2024 04:45:47 AM EDT,45451.19846,4389,
A,6/8/2024 05:00:48 AM EDT,45451.20889,4346,
A,6/8/2024 05:15:49 AM EDT,45451.21932,4436,
A,6/8/2024 05:30:50 AM EDT,45451.22975,4338,
A,6/8/2024 05:45:51 AM EDT,45451.24017,4323,
A,6/8/2024 06:00:52 AM EDT,45451.2506,4241,
A,6/8/2024 06:15:53 AM EDT,45451.26103,4255,
A,6/8/2024 06:30:55 AM EDT,45451.27147,4180,
A,6/8/2024 06:45:56 AM EDT,45451.2819,4167,
A,6/8/2024 07:00:57 AM EDT,45451.29233,4178,
A,6/8/2024 07:15:58 AM EDT,45451.30275,4160,
A,6/8/2024 07:30:59 AM EDT,45451.31318,4145,
A,6/8/2024 07:46:00 AM EDT,45451.32361,4209,
A,6/8/2024 08:01:01 AM EDT,45451.33404,4243,
A,6/8/2024 08:16:02 AM EDT,45451.34447,4295,
A,6/8/2024 08:31:03 AM EDT,45451.3549,4331,
A,6/8/2024 08:46:04 AM EDT,45451.36532,4423,
A,6/8/2024 09:01:05 AM EDT,45451.37575,4402,
A,6/8/2024 09:16:06 AM EDT,45451.38618,4473,
A,6/8/2024 09:31:07 AM EDT,45451.39661,4666,
A,6/8/2024 09:46:08 AM EDT,45451.40704,4705,
A,6/8/2024 10:01:09 AM EDT,45451.41747,4758,
A,6/8/2024 10:16:10 AM EDT,45451.42789,4692,
A,6/8/2024 10:31:11 AM EDT,45451.43832,4725,
A,6/8/2024 10:46:12 AM EDT,45451.44875,4745,
A,6/8/2024 11:01:13 AM EDT,45451.45918,4827,
A,6/8/2024 11:16:14 AM EDT,45451.46961,4785,
A,6/8/2024 11:31:15 AM EDT,45451.48003,4859,
A,6/8/2024 11:46:16 AM EDT,45451.49046,4932,
A,6/8/2024 12:01:17 PM EDT,45451.50089,4873,
A,6/8/2024 12:16:18 PM EDT,45451.51132,4945,
A,6/8/2024 12:31:19 PM EDT,45451.52175,4946,
A,6/8/2024 12:46:20 PM EDT,45451.53218,5050,
A,6/8/2024 01:01:21 PM EDT,45451.5426,5022,
A,6/8/2024 01:16:22 PM EDT,45451.55303,4987,
A,6/8/2024 01:31:23 PM EDT,45451.56346,5390,
A,6/8/2024 01:46:24 PM EDT,45451.57389,5321,
A,6/8/2024 02:01:25 PM EDT,45451.58432,5300,
A,6/8/2024 02:16:26 PM EDT,45451.59475,5215,
A,6/8/2024 02:31:27 PM EDT,45451.60517,5282,
A,6/8/2024 02:46:28 PM EDT,45451.6156,5291,
A,6/8/2024 03:01:29 PM EDT,45451.62603,5323,
A,6/8/2024 03:16:30 PM EDT,45451.63646,5348,
A,6/8/2024 03:31:31 PM EDT,45451.64689,5317,
A,6/8/2024 03:46:32 PM EDT,45451.65731,5284,
A,6/8/2024 04:01:33 PM EDT,45451.66774,5278,
A,6/8/2024 04:01:33 PM EDT,45451.66774,5278,
A,6/8/2024 04:16:34 PM EDT,45451.67817,5336,
A,6/8/2024 04:31:35 PM EDT,45451.6886,5337,
A,6/8/2024 04:46:36 PM EDT,45451.69903,5217,
A,6/8/2024 05:01:37 PM EDT,45451.70946,5158,
A,6/8/2024 05:16:38 PM EDT,45451.71988,5148,
A,6/8/2024 05:31:39 PM EDT,45451.73031,5141,
A,6/8/2024 05:46:40 PM EDT,45451.74074,5108,
A,6/8/2024 06:01:41 PM EDT,45451.75117,5071,
A,6/8/2024 06:16:42 PM EDT,45451.7616,5042,
A,6/8/2024 06:31:43 PM EDT,45451.77203,5061,
A,6/8/2024 06:46:44 PM EDT,45451.78245,4473,
A,6/8/2024 07:01:45 PM EDT,45451.79288,5060,
A,6/8/2024 07:16:46 PM EDT,45451.80331,5168,
A,6/8/2024 07:31:47 PM EDT,45451.81374,5018,
A,6/8/2024 07:46:48 PM EDT,45451.82417,4372,
A,6/8/2024 08:01:49 PM EDT,45451.83459,4685,
A,6/8/2024 08:16:50 PM EDT,45451.84502,4754,
A,6/8/2024 08:31:51 PM EDT,45451.85545,4657,
A,6/8/2024 08:46:52 PM EDT,45451.86588,4696,
A,6/8/2024 09:01:53 PM EDT,45451.87631,4705,
A,6/8/2024 09:16:54 PM EDT,45451.88674,4645,
A,6/8/2024 09:31:55 PM EDT,45451.89716,4633,
A,6/8/2024 09:46:56 PM EDT,45451.90759,4545,
A,6/8/2024 10:01:57 PM EDT,45451.91802,4547,
A,6/8/2024 10:16:58 PM EDT,45451.92845,4656,
A,6/8/2024 10:31:59 PM EDT,45451.93888,4515,
A,6/8/2024 10:47:00 PM EDT,45451.94931,4538,
A,6/8/2024 11:02:01 PM EDT,45451.95973,4488,
A,6/8/2024 11:17:02 PM EDT,45451.97016,4394,
A,6/8/2024 11:32:03 PM EDT,45451.98059,4347,
A,6/8/2024 11:47:04 PM EDT,45451.99102,4333,
A,6/9/2024 12:02:05 AM EDT,45452.00145,4312,
A,6/9/2024 12:17:06 AM EDT,45452.01188,4246,
A,6/9/2024 12:32:07 AM EDT,45452.0223,4293,
A,6/9/2024 12:47:09 AM EDT,45452.03274,4297,
A,6/9/2024 01:02:10 AM EDT,45452.04317,4321,
A,6/9/2024 01:17:11 AM EDT,45452.0536,4306,
A,6/9/2024 01:32:12 AM EDT,45452.06403,4225,
A,6/9/2024 01:47:13 AM EDT,45452.07446,4303,
A,6/9/2024 02:02:14 AM EDT,45452.08488,4221,
A,6/9/2024 02:17:15 AM EDT,45452.09531,4188,
A,6/9/2024 02:32:16 AM EDT,45452.10574,4249,
A,6/9/2024 02:47:17 AM EDT,45452.11617,4210,
A,6/9/2024 03:02:18 AM EDT,45452.1266,4224,
A,6/9/2024 03:17:19 AM EDT,45452.13703,4205,
A,6/9/2024 03:32:20 AM EDT,45452.14745,4199,
A,6/9/2024 03:47:21 AM EDT,45452.15788,4222,
A,6/9/2024 04:02:22 AM EDT,45452.16831,4266,
A,6/9/2024 04:17:23 AM EDT,45452.17874,4282,
A,6/9/2024 04:32:24 AM EDT,45452.18917,4232,
A,6/9/2024 04:47:25 AM EDT,45452.19959,4229,
A,6/9/2024 05:02:26 AM EDT,45452.21002,4314,
A,6/9/2024 05:17:27 AM EDT,45452.22045,4349,
A,6/9/2024 05:32:28 AM EDT,45452.23088,4286,
A,6/9/2024 05:47:29 AM EDT,45452.24131,4300,
A,6/9/2024 06:02:30 AM EDT,45452.25174,4186,
A,6/9/2024 06:17:31 AM EDT,45452.26216,4170,
A,6/9/2024 06:32:32 AM EDT,45452.27259,4198,
A,6/9/2024 06:47:33 AM EDT,45452.28302,4138,
A,6/9/2024 07:02:34 AM EDT,45452.29345,4116,
A,6/9/2024 07:17:35 AM EDT,45452.30388,4116,
A,6/9/2024 07:32:36 AM EDT,45452.31431,4152,
A,6/9/2024 07:47:37 AM EDT,45452.32473,4183,
A,6/9/2024 08:02:38 AM EDT,45452.33516,4120,
A,6/9/2024 08:17:39 AM EDT,45452.34559,4194,
A,6/9/2024 08:32:40 AM EDT,45452.35602,4214,
A,6/9/2024 08:47:41 AM EDT,45452.36645,4249,
A,6/9/2024 09:02:42 AM EDT,45452.37688,4214,
A,6/9/2024 09:17:43 AM EDT,45452.3873,4306,
A,6/9/2024 09:32:44 AM EDT,45452.39773,4432,
A,6/9/2024 09:47:45 AM EDT,45452.40816,4535,
A,6/9/2024 10:02:46 AM EDT,45452.41859,4494,
A,6/9/2024 10:17:47 AM EDT,45452.42902,4511,
A,6/9/2024 10:32:48 AM EDT,45452.43944,4551,
A,6/9/2024 10:47:49 AM EDT,45452.44987,4679,
A,6/9/2024 11:02:50 AM EDT,45452.4603,4649,
A,6/9/2024 11:17:51 AM EDT,45452.47073,4724,
A,6/9/2024 11:32:52 AM EDT,45452.48116,4719,
A,6/9/2024 11:47:53 AM EDT,45452.49159,4745,
A,6/9/2024 12:02:54 PM EDT,45452.50201,4796,
A,6/9/2024 12:17:55 PM EDT,45452.51244,4781,
A,6/9/2024 12:32:56 PM EDT,45452.52287,4729,
A,6/9/2024 12:47:57 PM EDT,45452.5333,4780,
A,6/9/2024 12:47:57 PM EDT,45452.5333,4780,
A,6/9/2024 01:02:58 PM EDT,45452.54373,4843,
A,6/9/2024 01:17:59 PM EDT,45452.55416,4819,
A,6/9/2024 01:33:00 PM EDT,45452.56458,4949,
A,6/9/2024 01:48:01 PM EDT,45452.57501,4896,
A,6/9/2024 02:03:02 PM EDT,45452.58544,4873,
A,6/9/2024 02:18:03 PM EDT,45452.59587,4924,
A,6/9/2024 02:33:04 PM EDT,45452.6063,4876,
A,6/9/2024 02:48:05 PM EDT,45452.61672,4844,
A,6/9/2024 03:03:06 PM EDT,45452.62715,4771,
A,6/9/2024 03:18:07 PM EDT,45452.63758,4774,
A,6/9/2024 03:33:08 PM EDT,45452.64801,4775,
A,6/9/2024 03:48:09 PM EDT,45452.65844,4792,
A,6/9/2024 04:03:10 PM EDT,45452.66887,4775,
A,6/9/2024 04:18:11 PM EDT,45452.67929,4805,
A,6/9/2024 04:33:12 PM EDT,45452.68972,4726,
A,6/9/2024 04:48:13 PM EDT,45452.70015,4750,
A,6/9/2024 05:03:14 PM EDT,45452.71058,4639,
A,6/9/2024 05:18:15 PM EDT,45452.72101,4545,
A,6/9/2024 05:33:16 PM EDT,45452.73144,4531,
A,6/9/2024 05:48:17 PM EDT,45452.74186,4463,
A,6/9/2024 06:03:18 PM EDT,45452.75229,4431,
A,6/9/2024 06:18:19 PM EDT,45452.76272,4438,
A,6/9/2024 06:33:20 PM EDT,45452.77315,4434,
A,6/9/2024 06:48:22 PM EDT,45452.78359,4395,
A,6/9/2024 07:03:23 PM EDT,45452.79402,4398,
A,6/9/2024 07:18:24 PM EDT,45452.80444,4418,
A,6/9/2024 07:33:25 PM EDT,45452.81487,4374,
A,6/9/2024 07:48:26 PM EDT,45452.8253,4386,
A,6/9/2024 08:03:27 PM EDT,45452.83573,4418,
A,6/9/2024 08:18:28 PM EDT,45452.84616,4311,
A,6/9/2024 08:33:29 PM EDT,45452.85659,4416,
A,6/9/2024 08:48:30 PM EDT,45452.86701,4475,
A,6/9/2024 09:03:31 PM EDT,45452.87744,4503,
A,6/9/2024 09:18:32 PM EDT,45452.88787,4477,
A,6/9/2024 09:33:33 PM EDT,45452.8983,4547,
A,6/9/2024 09:48:34 PM EDT,45452.90873,4517,
A,6/9/2024 10:03:35 PM EDT,45452.91916,4494,
A,6/9/2024 10:18:36 PM EDT,45452.92958,4538,
A,6/9/2024 10:33:37 PM EDT,45452.94001,4429,
A,6/9/2024 10:48:38 PM EDT,45452.95044,4462,
A,6/9/2024 11:03:39 PM EDT,45452.96087,4356,
A,6/9/2024 11:18:40 PM EDT,45452.9713,4344,
A,6/9/2024 11:33:41 PM EDT,45452.98172,4296,
A,6/9/2024 11:48:42 PM EDT,45452.99215,4294,
A,6/10/2024 12:03:43 AM EDT,45453.00258,4269,
A,6/10/2024 12:18:44 AM EDT,45453.01301,4229,
A,6/10/2024 12:33:45 AM EDT,45453.02344,4232,
A,6/10/2024 12:48:46 AM EDT,45453.03387,4206,
A,6/10/2024 01:03:47 AM EDT,45453.04429,4214,
A,6/10/2024 01:18:48 AM EDT,45453.05472,4153,
A,6/10/2024 01:33:49 AM EDT,45453.06515,4205,
A,6/10/2024 01:48:50 AM EDT,45453.07558,4211,
A,6/10/2024 02:03:51 AM EDT,45453.08601,4192,
A,6/10/2024 02:18:52 AM EDT,45453.09644,4157,
A,6/10/2024 02:33:53 AM EDT,45453.10686,4161,
A,6/10/2024 02:48:54 AM EDT,45453.11729,4115,
A,6/10/2024 03:03:55 AM EDT,45453.12772,4150,
A,6/10/2024 03:18:56 AM EDT,45453.13815,4129,
A,6/10/2024 03:33:57 AM EDT,45453.14858,4157,
A,6/10/2024 03:48:58 AM EDT,45453.159,4175,
A,6/10/2024 04:03:59 AM EDT,45453.16943,4202,
A,6/10/2024 04:19:00 AM EDT,45453.17986,4118,
A,6/10/2024 04:34:01 AM EDT,45453.19029,4159,
A,6/10/2024 04:49:02 AM EDT,45453.20072,4167,
A,6/10/2024 05:04:03 AM EDT,45453.21115,4184,
A,6/10/2024 05:19:04 AM EDT,45453.22157,4174,
A,6/10/2024 05:34:05 AM EDT,45453.232,4106,
A,6/10/2024 05:49:06 AM EDT,45453.24243,4219,
A,6/10/2024 06:04:07 AM EDT,45453.25286,4142,
A,6/10/2024 06:19:08 AM EDT,45453.26329,4106,
A,6/10/2024 06:34:09 AM EDT,45453.27372,4184,
A,6/10/2024 06:49:10 AM EDT,45453.28414,4173,
A,6/10/2024 07:04:11 AM EDT,45453.29457,4207,
A,6/10/2024 07:19:12 AM EDT,45453.305,4382,
A,6/10/2024 07:34:13 AM EDT,45453.31543,4336,
A,6/10/2024 07:49:14 AM EDT,45453.32586,4350,
A,6/10/2024 08:04:15 AM EDT,45453.33628,4436,
A,6/10/2024 08:19:16 AM EDT,45453.34671,4597,
A,6/10/2024 08:34:17 AM EDT,45453.35714,4728,
A,6/10/2024 08:49:18 AM EDT,45453.36757,4685,
