Circuit,Date,Excel Time,Value,Notes,Timezone,Year,Month,Day,Hour,Minute,Buffer,D1Limit,D2Limit,D3Limit,DemandLimit
A,2024-05-06 12:52:50-04:00,45418.53669,4338,,EDT,2024,5,6,12,52,150,5500,5800,6100,D0
B,2024-05-06 13:07:35-04:00,45418.54693,2904,,EDT,2024,5,6,13,7,75,4720,4870,5020,D0
A,2024-05-06 13:07:51-04:00,45418.54712,4364,,EDT,2024,5,6,13,7,150,5500,5800,6100,D0
B,2024-05-06 13:22:36-04:00,45418.55736,3057,,EDT,2024,5,6,13,22,75,4720,4870,5020,D0
A,2024-05-06 13:22:52-04:00,45418.55755,4694,,EDT,2024,5,6,13,22,150,5500,5800,6100,D0
B,2024-05-06 13:37:37-04:00,45418.56779,3142,,EDT,2024,5,6,13,37,75,4720,4870,5020,D0
A,2024-05-06 13:37:53-04:00,45418.56797,4635,,EDT,2024,5,6,13,37,150,5500,5800,6100,D0
B,2024-05-06 13:52:38-04:00,45418.57822,2873,,EDT,2024,5,6,13,52,75,4720,4870,5020,D0
A,2024-05-06 13:52:54-04:00,45418.5784,4422,,EDT,2024,5,6,13,52,150,5500,5800,6100,D0
B,2024-05-06 14:07:39-04:00,45418.58865,2924,,EDT,2024,5,6,14,7,75,4720,4870,5020,D0
A,2024-05-06 14:07:55-04:00,45418.58883,4183,,EDT,2024,5,6,14,7,150,5500,5800,6100,D0
B,2024-05-06 14:22:40-04:00,45418.59907,2842,,EDT,2024,5,6,14,22,75,4720,4870,5020,D0
A,2024-05-06 14:22:56-04:00,45418.59926,4411,,EDT,2024,5,6,14,22,150,5500,5800,6100,D0
B,2024-05-06 14:37:41-04:00,45418.6095,2962,,EDT,2024,5,6,14,37,75,4720,4870,5020,D0
A,2024-05-06 14:37:57-04:00,45418.60969,4248,,EDT,2024,5,6,14,37,150,5500,5800,6100,D0
B,2024-05-06 14:52:42-04:00,45418.61993,2914,,EDT,2024,5,6,14,52,75,4720,4870,5020,D0
A,2024-05-06 14:52:58-04:00,45418.62012,4429,,EDT,2024,5,6,14,52,150,5500,5800,6100,D0
B,2024-05-06 15:07:43-04:00,45418.63036,2952,,EDT,2024,5,6,15,7,75,4720,4870,5020,D0
A,2024-05-06 15:07:59-04:00,45418.63054,4508,,EDT,2024,5,6,15,7,150,5500,5800,6100,D0
B,2024-05-06 15:22:44-04:00,45418.64079,2893,,EDT,2024,5,6,15,22,75,4720,4870,5020,D0
A,2024-05-06 15:23:00-04:00,45418.64097,4485,,EDT,2024,5,6,15,23,150,5500,5800,6100,D0
B,2024-05-06 15:37:46-04:00,45418.65123,2942,,EDT,2024,5,6,15,37,75,4720,4870,5020,D0
A,2024-05-06 15:38:02-04:00,45418.65141,4610,,EDT,2024,5,6,15,38,150,5500,5800,6100,D0
B,2024-05-06 15:52:47-04:00,45418.66166,2949,,EDT,2024,5,6,15,52,75,4720,4870,5020,D0
A,2024-05-06 15:53:03-04:00,45418.66184,4710,,EDT,2024,5,6,15,53,150,5500,5800,6100,D0
B,2024-05-06 16:07:48-04:00,45418.67208,3302,,EDT,2024,5,6,16,7,75,4720,4870,5020,D0
A,2024-05-06 16:08:04-04:00,45418.67227,4710,,EDT,2024,5,6,16,8,150,5500,5800,6100,D0
B,2024-05-06 16:22:49-04:00,45418.68251,3030,,EDT,2024,5,6,16,22,75,4720,4870,5020,D0
A,2024-05-06 16:23:05-04:00,45418.6827,4647,,EDT,2024,5,6,16,23,150,5500,5800,6100,D0
B,2024-05-06 16:37:50-04:00,45418.69294,3278,,EDT,2024,5,6,16,37,75,4720,4870,5020,D0
A,2024-05-06 16:38:06-04:00,45418.69313,4872,,EDT,2024,5,6,16,38,150,5500,5800,6100,D0
B,2024-05-06 16:52:51-04:00,45418.70337,3628,,EDT,2024,5,6,16,52,75,4720,4870,5020,D0
A,2024-05-06 16:53:07-04:00,45418.70355,4985,,EDT,2024,5,6,16,53,150,5500,5800,6100,D0
B,2024-05-06 17:07:52-04:00,45418.7138,2848,,EDT,2024,5,6,17,7,75,4720,4870,5020,D0
A,2024-05-06 17:08:08-04:00,45418.71398,4495,,EDT,2024,5,6,17,8,150,5500,5800,6100,D0
B,2024-05-06 17:22:53-04:00,45418.72422,3315,,EDT,2024,5,6,17,22,75,4720,4870,5020,D0
A,2024-05-06 17:23:09-04:00,45418.72441,4893,,EDT,2024,5,6,17,23,150,5500,5800,6100,D0
B,2024-05-06 17:37:54-04:00,45418.73465,3680,,EDT,2024,5,6,17,37,75,4720,4870,5020,D0
A,2024-05-06 17:38:10-04:00,45418.73484,5027,,EDT,2024,5,6,17,38,150,5500,5800,6100,D0
B,2024-05-06 17:52:55-04:00,45418.74508,3504,,EDT,2024,5,6,17,52,75,4720,4870,5020,D0
A,2024-05-06 17:53:11-04:00,45418.74527,5037,,EDT,2024,5,6,17,53,150,5500,5800,6100,D0
B,2024-05-06 18:07:56-04:00,45418.75551,3681,,EDT,2024,5,6,18,7,75,4720,4870,5020,D0
A,2024-05-06 18:08:12-04:00,45418.75569,5101,,EDT,2024,5,6,18,8,150,5500,5800,6100,D0
B,2024-05-06 18:22:57-04:00,45418.76594,3798,,EDT,2024,5,6,18,22,75,4720,4870,5020,D0
A,2024-05-06 18:23:13-04:00,45418.76612,5286,,EDT,2024,5,6,18,23,150,5500,5800,6100,D0
B,2024-05-06 18:37:58-04:00,45418.77637,3977,,EDT,2024,5,6,18,37,75,4720,4870,5020,D0
A,2024-05-06 18:38:14-04:00,45418.77655,5269,,EDT,2024,5,6,18,38,150,5500,5800,6100,D0
B,2024-05-06 18:52:59-04:00,45418.78679,3958,,EDT,2024,5,6,18,52,75,4720,4870,5020,D0
A,2024-05-06 18:53:15-04:00,45418.78698,5333,,EDT,2024,5,6,18,53,150,5500,5800,6100,D0
B,2024-05-06 19:08:00-04:00,45418.79722,4054,,EDT,2024,5,6,19,8,75,4720,4870,5020,D0
A,2024-05-06 19:08:16-04:00,45418.79741,5358,,EDT,2024,5,6,19,8,150,5500,5800,6100,D0
B,2024-05-06 19:23:01-04:00,45418.80765,4104,,EDT,2024,5,6,19,23,75,4720,4870,5020,D0
A,2024-05-06 19:23:17-04:00,45418.80784,5367,,EDT,2024,5,6,19,23,150,5500,5800,6100,D0
B,2024-05-06 19:38:02-04:00,45418.81808,4106,,EDT,2024,5,6,19,38,75,4720,4870,5020,D0
A,2024-05-06 19:38:18-04:00,45418.81826,5171,,EDT,2024,5,6,19,38,150,5500,5800,6100,D0
B,2024-05-06 19:53:03-04:00,45418.82851,4082,,EDT,2024,5,6,19,53,75,4720,4870,5020,D0
A,2024-05-06 19:53:19-04:00,45418.82869,5132,,EDT,2024,5,6,19,53,150,5500,5800,6100,D0
B,2024-05-06 20:08:04-04:00,45418.83894,4099,,EDT,2024,5,6,20,8,75,4720,4870,5020,D0
A,2024-05-06 20:08:20-04:00,45418.83912,5138,,EDT,2024,5,6,20,8,150,5500,5800,6100,D0
B,2024-05-06 20:23:05-04:00,45418.84936,4115,,EDT,2024,5,6,20,23,75,4720,4870,5020,D0
A,2024-05-06 20:23:21-04:00,45418.84955,4976,,EDT,2024,5,6,20,23,150,5500,5800,6100,D0
B,2024-05-06 20:38:06-04:00,45418.85979,4220,,EDT,2024,5,6,20,38,75,4720,4870,5020,D0
A,2024-05-06 20:38:22-04:00,45418.85998,5032,,EDT,2024,5,6,20,38,150,5500,5800,6100,D0
B,2024-05-06 20:53:07-04:00,45418.87022,4146,,EDT,2024,5,6,20,53,75,4720,4870,5020,D0
A,2024-05-06 20:53:23-04:00,45418.87041,5006,,EDT,2024,5,6,20,53,150,5500,5800,6100,D0
B,2024-05-06 21:08:08-04:00,45418.88065,4090,,EDT,2024,5,6,21,8,75,4720,4870,5020,D0
A,2024-05-06 21:08:24-04:00,45418.88083,4934,,EDT,2024,5,6,21,8,150,5500,5800,6100,D0
B,2024-05-06 21:23:09-04:00,45418.89108,4172,,EDT,2024,5,6,21,23,75,4720,4870,5020,D0
A,2024-05-06 21:23:25-04:00,45418.89126,4941,,EDT,2024,5,6,21,23,150,5500,5800,6100,D0
B,2024-05-06 21:38:10-04:00,45418.9015,4167,,EDT,2024,5,6,21,38,75,4720,4870,5020,D0
A,2024-05-06 21:38:26-04:00,45418.90169,4852,,EDT,2024,5,6,21,38,150,5500,5800,6100,D0
B,2024-05-06 21:53:11-04:00,45418.91193,4214,,EDT,2024,5,6,21,53,75,4720,4870,5020,D0
A,2024-05-06 21:53:27-04:00,45418.91212,4733,,EDT,2024,5,6,21,53,150,5500,5800,6100,D0
B,2024-05-06 22:08:12-04:00,45418.92236,4073,,EDT,2024,5,6,22,8,75,4720,4870,5020,D0
A,2024-05-06 22:08:28-04:00,45418.92255,4549,,EDT,2024,5,6,22,8,150,5500,5800,6100,D0
B,2024-05-06 22:23:13-04:00,45418.93279,4104,,EDT,2024,5,6,22,23,75,4720,4870,5020,D0
A,2024-05-06 22:23:29-04:00,45418.93297,4432,,EDT,2024,5,6,22,23,150,5500,5800,6100,D0
B,2024-05-06 22:38:14-04:00,45418.94322,4107,,EDT,2024,5,6,22,38,75,4720,4870,5020,D0
A,2024-05-06 22:38:30-04:00,45418.9434,4448,,EDT,2024,5,6,22,38,150,5500,5800,6100,D0
B,2024-05-06 22:53:15-04:00,45418.95365,4054,,EDT,2024,5,6,22,53,75,4720,4870,5020,D0
A,2024-05-06 22:53:31-04:00,45418.95383,4452,,EDT,2024,5,6,22,53,150,5500,5800,6100,D0
B,2024-05-06 23:08:16-04:00,45418.96407,4130,,EDT,2024,5,6,23,8,75,4720,4870,5020,D0
A,2024-05-06 23:08:32-04:00,45418.96426,4324,,EDT,2024,5,6,23,8,150,5500,5800,6100,D0
B,2024-05-06 23:23:17-04:00,45418.9745,4065,,EDT,2024,5,6,23,23,75,4720,4870,5020,D0
A,2024-05-06 23:23:33-04:00,45418.97469,4282,,EDT,2024,5,6,23,23,150,5500,5800,6100,D0
B,2024-05-06 23:38:18-04:00,45418.98493,3941,,EDT,2024,5,6,23,38,75,4720,4870,5020,D0
A,2024-05-06 23:38:34-04:00,45418.98512,4306,,EDT,2024,5,6,23,38,150,5500,5800,6100,D0
B,2024-05-06 23:53:19-04:00,45418.99536,3970,,EDT,2024,5,6,23,53,75,4720,4870,5020,D0
A,2024-05-06 23:53:35-04:00,45418.99554,4210,,EDT,2024,5,6,23,53,150,5500,5800,6100,D0
B,2024-05-07 00:08:20-04:00,45419.00579,3882,,EDT,2024,5,7,0,8,75,4720,4870,5020,D0
A,2024-05-07 00:08:36-04:00,45419.00597,4115,,EDT,2024,5,7,0,8,150,5500,5800,6100,D0
B,2024-05-07 00:23:21-04:00,45419.01622,3798,,EDT,2024,5,7,0,23,75,4720,4870,5020,D0
B,2024-05-07 00:23:21-04:00,45419.01622,3798,,EDT,2024,5,7,0,23,75,4720,4870,5020,D0
A,2024-05-07 00:23:37-04:00,45419.0164,4084,,EDT,2024,5,7,0,23,150,5500,5800,6100,D0
B,2024-05-07 00:38:22-04:00,45419.02664,3855,,EDT,2024,5,7,0,38,75,4720,4870,5020,D0
A,2024-05-07 00:38:38-04:00,45419.02683,4104,,EDT,2024,5,7,0,38,150,5500,5800,6100,D0
B,2024-05-07 00:53:23-04:00,45419.03707,3897,,EDT,2024,5,7,0,53,75,4720,4870,5020,D0
A,2024-05-07 00:53:39-04:00,45419.03726,4042,,EDT,2024,5,7,0,53,150,5500,5800,6100,D0
B,2024-05-07 01:08:24-04:00,45419.0475,3727,,EDT,2024,5,7,1,8,75,4720,4870,5020,D0
A,2024-05-07 01:08:40-04:00,45419.04769,3977,,EDT,2024,5,7,1,8,150,5500,5800,6100,D0
B,2024-05-07 01:23:25-04:00,45419.05793,3753,,EDT,2024,5,7,1,23,75,4720,4870,5020,D0
A,2024-05-07 01:23:41-04:00,45419.05811,3918,,EDT,2024,5,7,1,23,150,5500,5800,6100,D0
B,2024-05-07 01:38:26-04:00,45419.06836,3699,,EDT,2024,5,7,1,38,75,4720,4870,5020,D0
A,2024-05-07 01:38:42-04:00,45419.06854,3918,,EDT,2024,5,7,1,38,150,5500,5800,6100,D0
B,2024-05-07 01:53:27-04:00,45419.07878,3768,,EDT,2024,5,7,1,53,75,4720,4870,5020,D0
A,2024-05-07 01:53:43-04:00,45419.07897,3974,,EDT,2024,5,7,1,53,150,5500,5800,6100,D0
B,2024-05-07 02:08:28-04:00,45419.08921,3655,,EDT,2024,5,7,2,8,75,4720,4870,5020,D0
A,2024-05-07 02:08:44-04:00,45419.0894,3869,,EDT,2024,5,7,2,8,150,5500,5800,6100,D0
B,2024-05-07 02:23:29-04:00,45419.09964,3610,,EDT,2024,5,7,2,23,75,4720,4870,5020,D0
A,2024-05-07 02:23:45-04:00,45419.09983,3934,,EDT,2024,5,7,2,23,150,5500,5800,6100,D0
B,2024-05-07 02:38:30-04:00,45419.11007,3649,,EDT,2024,5,7,2,38,75,4720,4870,5020,D0
A,2024-05-07 02:38:46-04:00,45419.11025,3934,,EDT,2024,5,7,2,38,150,5500,5800,6100,D0
B,2024-05-07 02:53:31-04:00,45419.1205,3645,,EDT,2024,5,7,2,53,75,4720,4870,5020,D0
A,2024-05-07 02:53:47-04:00,45419.12068,3860,,EDT,2024,5,7,2,53,150,5500,5800,6100,D0
B,2024-05-07 03:08:32-04:00,45419.13093,3561,,EDT,2024,5,7,3,8,75,4720,4870,5020,D0
A,2024-05-07 03:08:48-04:00,45419.13111,3969,,EDT,2024,5,7,3,8,150,5500,5800,6100,D0
B,2024-05-07 03:23:33-04:00,45419.14135,3573,,EDT,2024,5,7,3,23,75,4720,4870,5020,D0
A,2024-05-07 03:23:49-04:00,45419.14154,3950,,EDT,2024,5,7,3,23,150,5500,5800,6100,D0
B,2024-05-07 03:38:34-04:00,45419.15178,3565,,EDT,2024,5,7,3,38,75,4720,4870,5020,D0
A,2024-05-07 03:38:50-04:00,45419.15197,3911,,EDT,2024,5,7,3,38,150,5500,5800,6100,D0
B,2024-05-07 03:53:35-04:00,45419.16221,3561,,EDT,2024,5,7,3,53,75,4720,4870,5020,D0
A,2024-05-07 03:53:51-04:00,45419.1624,3948,,EDT,2024,5,7,3,53,150,5500,5800,6100,D0
B,2024-05-07 04:08:36-04:00,45419.17264,3574,,EDT,2024,5,7,4,8,75,4720,4870,5020,D0
A,2024-05-07 04:08:52-04:00,45419.17282,3894,,EDT,2024,5,7,4,8,150,5500,5800,6100,D0
B,2024-05-07 04:23:37-04:00,45419.18307,3597,,EDT,2024,5,7,4,23,75,4720,4870,5020,D0
A,2024-05-07 04:23:53-04:00,45419.18325,3898,,EDT,2024,5,7,4,23,150,5500,5800,6100,D0
B,2024-05-07 04:38:38-04:00,45419.1935,3593,,EDT,2024,5,7,4,38,75,4720,4870,5020,D0
A,2024-05-07 04:38:54-04:00,45419.19368,3833,,EDT,2024,5,7,4,38,150,5500,5800,6100,D0
B,2024-05-07 04:53:39-04:00,45419.20392,3565,,EDT,2024,5,7,4,53,75,4720,4870,5020,D0
A,2024-05-07 04:53:55-04:00,45419.20411,3877,,EDT,2024,5,7,4,53,150,5500,5800,6100,D0
B,2024-05-07 05:08:40-04:00,45419.21435,3685,,EDT,2024,5,7,5,8,75,4720,4870,5020,D0
A,2024-05-07 05:08:56-04:00,45419.21454,3961,,EDT,2024,5,7,5,8,150,5500,5800,6100,D0
B,2024-05-07 05:23:41-04:00,45419.22478,3573,,EDT,2024,5,7,5,23,75,4720,4870,5020,D0
A,2024-05-07 05:23:57-04:00,45419.22497,4020,,EDT,2024,5,7,5,23,150,5500,5800,6100,D0
B,2024-05-07 05:38:42-04:00,45419.23521,3639,,EDT,2024,5,7,5,38,75,4720,4870,5020,D0
A,2024-05-07 05:38:58-04:00,45419.23539,4102,,EDT,2024,5,7,5,38,150,5500,5800,6100,D0
B,2024-05-07 05:53:43-04:00,45419.24564,3620,,EDT,2024,5,7,5,53,75,4720,4870,5020,D0
A,2024-05-07 05:53:59-04:00,45419.24582,4081,,EDT,2024,5,7,5,53,150,5500,5800,6100,D0
B,2024-05-07 06:08:44-04:00,45419.25606,3615,,EDT,2024,5,7,6,8,75,4720,4870,5020,D0
A,2024-05-07 06:09:00-04:00,45419.25625,3974,,EDT,2024,5,7,6,9,150,5500,5800,6100,D0
B,2024-05-07 06:23:45-04:00,45419.26649,3532,,EDT,2024,5,7,6,23,75,4720,4870,5020,D0
A,2024-05-07 06:24:01-04:00,45419.26668,3947,,EDT,2024,5,7,6,24,150,5500,5800,6100,D0
B,2024-05-07 06:38:46-04:00,45419.27692,3555,,EDT,2024,5,7,6,38,75,4720,4870,5020,D0
A,2024-05-07 06:39:02-04:00,45419.27711,3875,,EDT,2024,5,7,6,39,150,5500,5800,6100,D0
B,2024-05-07 06:53:47-04:00,45419.28735,3585,,EDT,2024,5,7,6,53,75,4720,4870,5020,D0
A,2024-05-07 06:54:03-04:00,45419.28753,3970,,EDT,2024,5,7,6,54,150,5500,5800,6100,D0
B,2024-05-07 07:08:48-04:00,45419.29778,3458,,EDT,2024,5,7,7,8,75,4720,4870,5020,D0
A,2024-05-07 07:09:04-04:00,45419.29796,4035,,EDT,2024,5,7,7,9,150,5500,5800,6100,D0
B,2024-05-07 07:23:49-04:00,45419.30821,3447,,EDT,2024,5,7,7,23,75,4720,4870,5020,D0
A,2024-05-07 07:24:05-04:00,45419.30839,3944,,EDT,2024,5,7,7,24,150,5500,5800,6100,D0
B,2024-05-07 07:38:50-04:00,45419.31863,3413,,EDT,2024,5,7,7,38,75,4720,4870,5020,D0
A,2024-05-07 07:39:06-04:00,45419.31882,3880,,EDT,2024,5,7,7,39,150,5500,5800,6100,D0
B,2024-05-07 07:53:51-04:00,45419.32906,3337,,EDT,2024,5,7,7,53,75,4720,4870,5020,D0
A,2024-05-07 07:54:07-04:00,45419.32925,3866,,EDT,2024,5,7,7,54,150,5500,5800,6100,D0
B,2024-05-07 08:08:52-04:00,45419.33949,3293,,EDT,2024,5,7,8,8,75,4720,4870,5020,D0
A,2024-05-07 08:09:08-04:00,45419.33968,3731,,EDT,2024,5,7,8,9,150,5500,5800,6100,D0
B,2024-05-07 08:23:53-04:00,45419.34992,3118,,EDT,2024,5,7,8,23,75,4720,4870,5020,D0
A,2024-05-07 08:24:09-04:00,45419.3501,3874,,EDT,2024,5,7,8,24,150,5500,5800,6100,D0
B,2024-05-07 08:38:54-04:00,45419.36035,2983,,EDT,2024,5,7,8,38,75,4720,4870,5020,D0
A,2024-05-07 08:39:10-04:00,45419.36053,3869,,EDT,2024,5,7,8,39,150,5500,5800,6100,D0
B,2024-05-07 08:53:55-04:00,45419.37078,2898,,EDT,2024,5,7,8,53,75,4720,4870,5020,D0
A,2024-05-07 08:54:11-04:00,45419.37096,3883,,EDT,2024,5,7,8,54,150,5500,5800,6100,D0
B,2024-05-07 09:08:56-04:00,45419.3812,2866,,EDT,2024,5,7,9,8,75,4720,4870,5020,D0
A,2024-05-07 09:09:12-04:00,45419.38139,3860,,EDT,2024,5,7,9,9,150,5500,5800,6100,D0
B,2024-05-07 09:23:57-04:00,45419.39163,2832,,EDT,2024,5,7,9,23,75,4720,4870,5020,D0
A,2024-05-07 09:24:13-04:00,45419.39182,3708,,EDT,2024,5,7,9,24,150,5500,5800,6100,D0
B,2024-05-07 09:38:58-04:00,45419.40206,2728,,EDT,2024,5,7,9,38,75,4720,4870,5020,D0
A,2024-05-07 09:39:14-04:00,45419.40225,3721,,EDT,2024,5,7,9,39,150,5500,5800,6100,D0
B,2024-05-07 09:54:00-04:00,45419.4125,2589,,EDT,2024,5,7,9,54,75,4720,4870,5020,D0
A,2024-05-07 09:54:16-04:00,45419.41269,3879,,EDT,2024,5,7,9,54,150,5500,5800,6100,D0
B,2024-05-07 10:09:01-04:00,45419.42293,2717,,EDT,2024,5,7,10,9,75,4720,4870,5020,D0
A,2024-05-07 10:09:17-04:00,45419.42311,3872,,EDT,2024,5,7,10,9,150,5500,5800,6100,D0
B,2024-05-07 10:24:02-04:00,45419.43336,2656,,EDT,2024,5,7,10,24,75,4720,4870,5020,D0
A,2024-05-07 10:24:18-04:00,45419.43354,3975,,EDT,2024,5,7,10,24,150,5500,5800,6100,D0
B,2024-05-07 10:39:03-04:00,45419.44378,2600,,EDT,2024,5,7,10,39,75,4720,4870,5020,D0
A,2024-05-07 10:39:19-04:00,45419.44397,4079,,EDT,2024,5,7,10,39,150,5500,5800,6100,D0
B,2024-05-07 10:54:04-04:00,45419.45421,2716,,EDT,2024,5,7,10,54,75,4720,4870,5020,D0
B,2024-05-07 10:54:04-04:00,45419.45421,2716,,EDT,2024,5,7,10,54,75,4720,4870,5020,D0
A,2024-05-07 10:54:20-04:00,45419.4544,4023,,EDT,2024,5,7,10,54,150,5500,5800,6100,D0
A,2024-05-07 10:54:20-04:00,45419.4544,4023,,EDT,2024,5,7,10,54,150,5500,5800,6100,D0
B,2024-05-07 11:09:05-04:00,45419.46464,2789,,EDT,2024,5,7,11,9,75,4720,4870,5020,D0
A,2024-05-07 11:09:21-04:00,45419.46483,4054,,EDT,2024,5,7,11,9,150,5500,5800,6100,D0
B,2024-05-07 11:24:06-04:00,45419.47507,3695,,EDT,2024,5,7,11,24,75,4720,4870,5020,D0
A,2024-05-07 11:24:22-04:00,45419.47525,4132,,EDT,2024,5,7,11,24,150,5500,5800,6100,D0
B,2024-05-07 11:39:07-04:00,45419.4855,3234,,EDT,2024,5,7,11,39,75,4720,4870,5020,D0
A,2024-05-07 11:39:23-04:00,45419.48568,4205,,EDT,2024,5,7,11,39,150,5500,5800,6100,D0
B,2024-05-07 11:54:08-04:00,45419.49593,2850,,EDT,2024,5,7,11,54,75,4720,4870,5020,D0
B,2024-05-07 11:54:08-04:00,45419.49593,2850,,EDT,2024,5,7,11,54,75,4720,4870,5020,D0
A,2024-05-07 11:54:24-04:00,45419.49611,4308,,EDT,2024,5,7,11,54,150,5500,5800,6100,D0
B,2024-05-07 12:09:09-04:00,45419.50635,2929,,EDT,2024,5,7,12,9,75,4720,4870,5020,D0
A,2024-05-07 12:09:25-04:00,45419.50654,4460,,EDT,2024,5,7,12,9,150,5500,5800,6100,D0
B,2024-05-07 12:24:10-04:00,45419.51678,2985,,EDT,2024,5,7,12,24,75,4720,4870,5020,D0
A,2024-05-07 12:24:26-04:00,45419.51697,4335,,EDT,2024,5,7,12,24,150,5500,5800,6100,D0
B,2024-05-07 12:39:11-04:00,45419.52721,2927,,EDT,2024,5,7,12,39,75,4720,4870,5020,D0
A,2024-05-07 12:39:27-04:00,45419.5274,4347,,EDT,2024,5,7,12,39,150,5500,5800,6100,D0
B,2024-05-07 12:54:12-04:00,45419.53764,2933,,EDT,2024,5,7,12,54,75,4720,4870,5020,D0
A,2024-05-07 12:54:28-04:00,45419.53782,4329,,EDT,2024,5,7,12,54,150,5500,5800,6100,D0
B,2024-05-07 13:09:13-04:00,45419.54807,2876,,EDT,2024,5,7,13,9,75,4720,4870,5020,D0
A,2024-05-07 13:09:29-04:00,45419.54825,4756,,EDT,2024,5,7,13,9,150,5500,5800,6100,D0
A,2024-05-07 13:09:29-04:00,45419.54825,4756,,EDT,2024,5,7,13,9,150,5500,5800,6100,D0
B,2024-05-07 13:24:14-04:00,45419.5585,2970,,EDT,2024,5,7,13,24,75,4720,4870,5020,D0
A,2024-05-07 13:24:30-04:00,45419.55868,4883,,EDT,2024,5,7,13,24,150,5500,5800,6100,D0
B,2024-05-07 13:39:15-04:00,45419.56892,2861,,EDT,2024,5,7,13,39,75,4720,4870,5020,D0
A,2024-05-07 13:39:31-04:00,45419.56911,4899,,EDT,2024,5,7,13,39,150,5500,5800,6100,D0
B,2024-05-07 13:54:16-04:00,45419.57935,2901,,EDT,2024,5,7,13,54,75,4720,4870,5020,D0
A,2024-05-07 13:54:32-04:00,45419.57954,4722,,EDT,2024,5,7,13,54,150,5500,5800,6100,D0
B,2024-05-07 14:09:17-04:00,45419.58978,2994,,EDT,2024,5,7,14,9,75,4720,4870,5020,D0
B,2024-05-07 14:09:17-04:00,45419.58978,2994,,EDT,2024,5,7,14,9,75,4720,4870,5020,D0
A,2024-05-07 14:09:33-04:00,45419.58997,4653,,EDT,2024,5,7,14,9,150,5500,5800,6100,D0
B,2024-05-07 14:24:18-04:00,45419.60021,3024,,EDT,2024,5,7,14,24,75,4720,4870,5020,D0
A,2024-05-07 14:24:34-04:00,45419.60039,4795,,EDT,2024,5,7,14,24,150,5500,5800,6100,D0
B,2024-05-07 14:39:19-04:00,45419.61064,2957,,EDT,2024,5,7,14,39,75,4720,4870,5020,D0
B,2024-05-07 14:39:19-04:00,45419.61064,2957,,EDT,2024,5,7,14,39,75,4720,4870,5020,D0
A,2024-05-07 14:39:35-04:00,45419.61082,4818,,EDT,2024,5,7,14,39,150,5500,5800,6100,D0
B,2024-05-07 14:54:20-04:00,45419.62106,2962,,EDT,2024,5,7,14,54,75,4720,4870,5020,D0
A,2024-05-07 14:54:36-04:00,45419.62125,4863,,EDT,2024,5,7,14,54,150,5500,5800,6100,D0
B,2024-05-07 15:09:21-04:00,45419.63149,2905,,EDT,2024,5,7,15,9,75,4720,4870,5020,D0
A,2024-05-07 15:09:37-04:00,45419.63168,4937,,EDT,2024,5,7,15,9,150,5500,5800,6100,D0
B,2024-05-07 15:24:22-04:00,45419.64192,2975,,EDT,2024,5,7,15,24,75,4720,4870,5020,D0
A,2024-05-07 15:24:38-04:00,45419.64211,4876,,EDT,2024,5,7,15,24,150,5500,5800,6100,D0
B,2024-05-07 15:39:23-04:00,45419.65235,2968,,EDT,2024,5,7,15,39,75,4720,4870,5020,D0
A,2024-05-07 15:39:39-04:00,45419.65253,5027,,EDT,2024,5,7,15,39,150,5500,5800,6100,D0
B,2024-05-07 15:54:24-04:00,45419.66278,3080,,EDT,2024,5,7,15,54,75,4720,4870,5020,D0
A,2024-05-07 15:54:40-04:00,45419.66296,5072,,EDT,2024,5,7,15,54,150,5500,5800,6100,D0
B,2024-05-07 16:09:25-04:00,45419.67321,3004,,EDT,2024,5,7,16,9,75,4720,4870,5020,D0
A,2024-05-07 16:09:41-04:00,45419.67339,4973,,EDT,2024,5,7,16,9,150,5500,5800,6100,D0
B,2024-05-07 16:24:26-04:00,45419.68363,3046,,EDT,2024,5,7,16,24,75,4720,4870,5020,D0
A,2024-05-07 16:24:42-04:00,45419.68382,4965,,EDT,2024,5,7,16,24,150,5500,5800,6100,D0
B,2024-05-07 16:39:27-04:00,45419.69406,3072,,EDT,2024,5,7,16,39,75,4720,4870,5020,D0
A,2024-05-07 16:39:43-04:00,45419.69425,5120,,EDT,2024,5,7,16,39,150,5500,5800,6100,D0
B,2024-05-07 16:54:28-04:00,45419.70449,3380,,EDT,2024,5,7,16,54,75,4720,4870,5020,D0
A,2024-05-07 16:54:44-04:00,45419.70468,5329,,EDT,2024,5,7,16,54,150,5500,5800,6100,D0
A,2024-05-07 16:54:44-04:00,45419.70468,5329,,EDT,2024,5,7,16,54,150,5500,5800,6100,D0
B,2024-05-07 17:09:29-04:00,45419.71492,3769,,EDT,2024,5,7,17,9,75,4720,4870,5020,D0
A,2024-05-07 17:09:45-04:00,45419.7151,5512,,EDT,2024,5,7,17,9,150,5500,5800,6100,D1
B,2024-05-07 17:24:30-04:00,45419.72535,3661,,EDT,2024,5,7,17,24,75,4720,4870,5020,D0
A,2024-05-07 17:24:46-04:00,45419.72553,5313,,EDT,2024,5,7,17,24,150,5500,5800,6100,D0
B,2024-05-07 17:39:31-04:00,45419.73578,3811,,EDT,2024,5,7,17,39,75,4720,4870,5020,D0
B,2024-05-07 17:39:31-04:00,45419.73578,3811,,EDT,2024,5,7,17,39,75,4720,4870,5020,D0
A,2024-05-07 17:39:47-04:00,45419.73596,5416,,EDT,2024,5,7,17,39,150,5500,5800,6100,D0
